reaction_id	probability	complex_diagnostic	complex_details	putative_GPR
rxn15389	0	HASCOMPLEXES	///kb|cpx.50601 (0.0000; CPLX_NOREPS) 	
rxn24404	0	HASCOMPLEXES	///kb|cpx.50167 (0.0000; CPLX_NOREPS) 	
rxn08934	0	HASCOMPLEXES	///kb|cpx.173 (0.0000; CPLX_NOTTHERE) 	
rxn01101	0.985820383191282	HASCOMPLEXES	///kb|cpx.224 (0.9858; CPLX_FULL) 	fig|267377.1.peg.1588
rxn03031	0	HASCOMPLEXES	///kb|cpx.1663 (0.0000; CPLX_NOTTHERE) 	
rxn24330	0	HASCOMPLEXES	///kb|cpx.902 (0.0000; CPLX_NOTTHERE) 	
rxn28153	0	HASCOMPLEXES	///kb|cpx.1599 (0.0000; CPLX_NOTTHERE) 	
rxn09953	0.0340519822068168	HASCOMPLEXES	///kb|cpx.1880 (0.0341; CPLX_PARTIAL_2_of_4) 	(fig|267377.1.peg.792 and fig|267377.1.peg.1332)
rxn05219	0	HASCOMPLEXES	///kb|cpx.126 (0.0000; CPLX_NOREPS_AND_NOTTHERE) 	
rxn05216	0.00156827700798395	HASCOMPLEXES	///kb|cpx.1326 (0.0016; CPLX_FULL) 	fig|267377.1.peg.1511
rxn05217	0	HASCOMPLEXES	///kb|cpx.1900 (0.0000; CPLX_NOREPS) ///kb|cpx.153 (0.0000; CPLX_NOREPS) 	
rxn05214	0	HASCOMPLEXES	///kb|cpx.643 (0.0000; CPLX_NOTTHERE) 	
rxn05215	0.00127942682024913	HASCOMPLEXES	///kb|cpx.1270 (0.0013; CPLX_FULL) 	fig|267377.1.peg.1511
rxn05213	0	HASCOMPLEXES	///kb|cpx.1013 (0.0000; CPLX_NOTTHERE) 	
rxn05746	0	HASCOMPLEXES	///kb|cpx.173 (0.0000; CPLX_NOTTHERE) 	
rxn05211	0.0022073332623892	HASCOMPLEXES	///kb|cpx.1573 (0.0022; CPLX_FULL) 	fig|267377.1.peg.152
rxn09944	0	HASCOMPLEXES	///kb|cpx.1735 (0.0000; CPLX_NOTTHERE) 	
rxn00305	0	HASCOMPLEXES	///kb|cpx.1019 (0.0000; CPLX_NOTTHERE) 	
rxn00306	0	HASCOMPLEXES	///kb|cpx.106 (0.0000; CPLX_NOREPS) ///kb|cpx.184 (0.0000; CPLX_NOREPS) 	
rxn00300	0.395553893820775	HASCOMPLEXES	///kb|cpx.1303 (0.3956; CPLX_FULL) 	fig|267377.1.peg.183
rxn00302	0.970920099962696	HASCOMPLEXES	///kb|cpx.116 (0.9709; CPLX_FULL) ///kb|cpx.115 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.34
rxn00303	0	HASCOMPLEXES	///kb|cpx.680 (0.0000; CPLX_NOTTHERE) ///kb|cpx.681 (0.0000; CPLX_NOTTHERE) ///kb|cpx.682 (0.0000; CPLX_NOTTHERE) 	
rxn05173	0.179873918522748	HASCOMPLEXES	///kb|cpx.1121 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1122 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1109 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1123 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1110 (0.1799; CPLX_FULL) ///kb|cpx.1124 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1518
rxn04681	0	HASCOMPLEXES	///kb|cpx.50976 (0.0000; CPLX_NOREPS) 	
rxn00058	0	HASCOMPLEXES	///kb|cpx.1855 (0.0000; CPLX_NOREPS) ///kb|cpx.1845 (0.0000; CPLX_NOREPS) ///kb|cpx.1842 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1859 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1853 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1865 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1864 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1856 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1846 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1840 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1847 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1857 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1854 (0.0000; CPLX_NOREPS) ///kb|cpx.1861 (0.0000; CPLX_NOREPS) ///kb|cpx.1858 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1851 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1844 (0.0000; CPLX_NOREPS) ///kb|cpx.1848 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1862 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1841 (0.0000; CPLX_NOTTHERE) 	
rxn22818	0	HASCOMPLEXES	///kb|cpx.50828 (0.0000; CPLX_NOREPS) 	
rxn22819	0	HASCOMPLEXES	///kb|cpx.50633 (0.0000; CPLX_NOREPS) 	
rxn27860	0	HASCOMPLEXES	///kb|cpx.50785 (0.0000; CPLX_NOTTHERE) 	
rxn27861	0	HASCOMPLEXES	///kb|cpx.50785 (0.0000; CPLX_NOTTHERE) 	
rxn00055	0	HASCOMPLEXES	///kb|cpx.50044 (0.0000; CPLX_NOREPS) 	
rxn00056	0	HASCOMPLEXES	///kb|cpx.1236 (0.0000; CPLX_NOTTHERE) 	
rxn01331	0	HASCOMPLEXES	///kb|cpx.1143 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1174 (0.0000; CPLX_NOTTHERE) 	
rxn08204	0	HASCOMPLEXES	///kb|cpx.383 (0.0000; CPLX_NOTTHERE) 	
rxn14094	0	NOCOMPLEXES		
rxn08202	0	HASCOMPLEXES	///kb|cpx.383 (0.0000; CPLX_NOTTHERE) 	
rxn08203	0	HASCOMPLEXES	///kb|cpx.383 (0.0000; CPLX_NOTTHERE) 	
rxn08200	0	HASCOMPLEXES	///kb|cpx.383 (0.0000; CPLX_NOTTHERE) 	
rxn05105	0	HASCOMPLEXES	///kb|cpx.566 (0.0000; CPLX_NOTTHERE) ///kb|cpx.565 (0.0000; CPLX_NOTTHERE) 	
rxn05108	0.0939346105677478	HASCOMPLEXES	///kb|cpx.1603 (0.0939; CPLX_FULL) 	fig|267377.1.peg.1527
rxn01682	0.984411701747628	HASCOMPLEXES	///kb|cpx.547 (0.9844; CPLX_FULL) 	(fig|267377.1.peg.1003 and fig|267377.1.peg.1002)
rxn01685	0	HASCOMPLEXES	///kb|cpx.130 (0.0000; CPLX_NOTTHERE) 	
rxn01930	0	HASCOMPLEXES	///kb|cpx.1720 (0.0000; CPLX_NOTTHERE) 	
rxn12432	0	HASCOMPLEXES	///kb|cpx.1759 (0.0000; CPLX_NOTTHERE) 	
rxn01205	0	HASCOMPLEXES	///kb|cpx.190 (0.0000; CPLX_NOTTHERE) 	
rxn01204	0.0295934486850058	HASCOMPLEXES	///kb|cpx.1341 (0.0296; CPLX_FULL) 	fig|267377.1.peg.865
rxn01201	0	HASCOMPLEXES	///kb|cpx.1064 (0.0000; CPLX_NOREPS) 	
rxn01200	0.995273189723418	HASCOMPLEXES	///kb|cpx.325 (0.0184; CPLX_FULL) ///kb|cpx.327 (0.9728; CPLX_FULL) ///kb|cpx.326 (0.9953; CPLX_FULL) 	fig|267377.1.peg.1115 or fig|267377.1.peg.1113
rxn01203	0	HASCOMPLEXES	///kb|cpx.1055 (0.0000; CPLX_NOTTHERE) 	
rxn10537	0.0391228793667549	HASCOMPLEXES	///kb|cpx.1666 (0.0391; CPLX_FULL) 	fig|267377.1.peg.1511
rxn08552	0	HASCOMPLEXES	///kb|cpx.11 (0.0000; CPLX_NOTTHERE) ///kb|cpx.447 (0.0000; CPLX_NOTTHERE) 	
rxn08550	0	HASCOMPLEXES	///kb|cpx.11 (0.0000; CPLX_NOTTHERE) ///kb|cpx.447 (0.0000; CPLX_NOTTHERE) 	
rxn08551	0	HASCOMPLEXES	///kb|cpx.11 (0.0000; CPLX_NOTTHERE) ///kb|cpx.447 (0.0000; CPLX_NOTTHERE) 	
rxn08556	0	HASCOMPLEXES	///kb|cpx.705 (0.0000; CPLX_NOTTHERE) ///kb|cpx.914 (0.0000; CPLX_NOTTHERE) 	
rxn08557	0	HASCOMPLEXES	///kb|cpx.705 (0.0000; CPLX_NOTTHERE) ///kb|cpx.914 (0.0000; CPLX_NOTTHERE) 	
rxn08558	0	HASCOMPLEXES	///kb|cpx.705 (0.0000; CPLX_NOTTHERE) ///kb|cpx.914 (0.0000; CPLX_NOTTHERE) 	
rxn22688	0	HASCOMPLEXES	///kb|cpx.50779 (0.0000; CPLX_NOREPS) 	
rxn23967	0	HASCOMPLEXES	///kb|cpx.50939 (0.0000; CPLX_NOREPS) 	
rxn23966	0	HASCOMPLEXES	///kb|cpx.50939 (0.0000; CPLX_NOREPS) 	
rxn01843	0	HASCOMPLEXES	///kb|cpx.730 (0.0000; CPLX_NOTTHERE) 	
rxn01842	0.0430676826365422	HASCOMPLEXES	///kb|cpx.166 (0.0431; CPLX_FULL) 	(fig|267377.1.peg.314 or fig|267377.1.peg.160 or fig|267377.1.peg.715)
rxn01840	0.0210347554956573	HASCOMPLEXES	///kb|cpx.1483 (0.0210; CPLX_FULL) 	fig|267377.1.peg.1487
rxn01847	0.0918403114839985	HASCOMPLEXES	///kb|cpx.339 (0.0918; CPLX_FULL) 	fig|267377.1.peg.539
rxn09155	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09154	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09157	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09156	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09151	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09150	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09153	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09152	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn01111	0	HASCOMPLEXES	///kb|cpx.51080 (0.0000; CPLX_NOTTHERE) ///kb|cpx.50001 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1548 (0.0000; CPLX_NOTTHERE) 	
rxn01446	0.110228798921275	HASCOMPLEXES	///kb|cpx.288 (0.0034; CPLX_FULL) ///kb|cpx.287 (0.1102; CPLX_FULL) 	fig|267377.1.peg.185
rxn01445	0.0525779960217389	HASCOMPLEXES	///kb|cpx.863 (0.0526; CPLX_FULL) 	fig|267377.1.peg.1201
rxn01444	0	HASCOMPLEXES	///kb|cpx.628 (0.0000; CPLX_NOTTHERE) 	
rxn09159	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn09158	0.00168642647699954	HASCOMPLEXES	///kb|cpx.195 (0.0017; CPLX_FULL) 	fig|267377.1.peg.276
rxn01117	0.231121505568806	HASCOMPLEXES	///kb|cpx.980 (0.2311; CPLX_FULL) 	fig|267377.1.peg.1016
rxn01116	0.983785541874203	HASCOMPLEXES	///kb|cpx.688 (0.9838; CPLX_FULL) 	fig|267377.1.peg.1114
rxn02144	0.00171192063942099	HASCOMPLEXES	///kb|cpx.1715 (0.0017; CPLX_FULL) 	fig|267377.1.peg.807
rxn27719	0.705828585954375	HASCOMPLEXES	///kb|cpx.571 (0.7058; CPLX_FULL) 	(fig|267377.1.peg.1072 or fig|267377.1.peg.1396)
rxn26013	0.990704077350007	HASCOMPLEXES	///kb|cpx.50623 (0.9907; CPLX_FULL) 	fig|267377.1.peg.1003
rxn23566	0	HASCOMPLEXES	///kb|cpx.51352 (0.0000; CPLX_NOREPS) ///kb|cpx.50342 (0.0000; CPLX_NOREPS) 	
rxn07845	0	HASCOMPLEXES	///kb|cpx.1260 (0.0000; CPLX_NOTTHERE) 	
rxn05409	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) 	fig|267377.1.peg.1211
rxn02811	0.93133671903509	HASCOMPLEXES	///kb|cpx.1738 (0.9236; CPLX_FULL) ///kb|cpx.1170 (0.9313; CPLX_FULL) ///kb|cpx.1169 (0.9236; CPLX_FULL) 	(fig|267377.1.peg.381 or fig|267377.1.peg.136) or (fig|267377.1.peg.1480 or fig|267377.1.peg.1149) or ((fig|267377.1.peg.1480 or fig|267377.1.peg.1149) and (fig|267377.1.peg.381 or fig|267377.1.peg.136))
rxn19912	0	HASCOMPLEXES	///kb|cpx.50714 (0.0000; CPLX_NOREPS) 	
rxn02814	0	HASCOMPLEXES	///kb|cpx.50375 (0.0000; CPLX_NOTTHERE) 	
rxn00555	0.997863889892616	HASCOMPLEXES	///kb|cpx.570 (0.9979; CPLX_FULL) 	fig|267377.1.peg.1680
rxn08792	0.103724020009703	HASCOMPLEXES	///kb|cpx.878 (0.1037; CPLX_FULL) 	fig|267377.1.peg.645
rxn08793	0.103724020009703	HASCOMPLEXES	///kb|cpx.878 (0.1037; CPLX_FULL) 	fig|267377.1.peg.645
rxn00551	0	HASCOMPLEXES	///kb|cpx.225 (0.0000; CPLX_NOTTHERE) ///kb|cpx.226 (0.0000; CPLX_NOTTHERE) 	
rxn08796	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn00552	0	HASCOMPLEXES	///kb|cpx.1068 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1069 (0.0000; CPLX_NOTTHERE) 	
rxn08798	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn08799	0	HASCOMPLEXES	///kb|cpx.34 (0.0000; CPLX_NOTTHERE) ///kb|cpx.35 (0.0000; CPLX_NOTTHERE) 	
rxn00559	0	HASCOMPLEXES	///kb|cpx.749 (0.0000; CPLX_NOTTHERE) ///kb|cpx.748 (0.0000; CPLX_NOTTHERE) 	
rxn00558	0.982100091536022	HASCOMPLEXES	///kb|cpx.299 (0.9821; CPLX_FULL) ///kb|cpx.298 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1295
rxn02366	0	HASCOMPLEXES	///kb|cpx.773 (0.0000; CPLX_NOTTHERE) 	
rxn05404	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) 	fig|267377.1.peg.1211
rxn02363	0	HASCOMPLEXES	///kb|cpx.857 (0.0000; CPLX_NOTTHERE) 	
rxn02360	0	HASCOMPLEXES	///kb|cpx.1559 (0.0000; CPLX_NOTTHERE) 	
rxn10824	0	HASCOMPLEXES	///kb|cpx.86 (0.0000; CPLX_NOREPS) 	
rxn10823	0	HASCOMPLEXES	///kb|cpx.1684 (0.0000; CPLX_NOREPS) 	
rxn02369	0	HASCOMPLEXES	///kb|cpx.1355 (0.0000; CPLX_NOTTHERE) 	
rxn09448	0.512379791599011	HASCOMPLEXES	///kb|cpx.498 (0.5124; CPLX_FULL) 	fig|267377.1.peg.566
rxn00762	0.250037487764774	HASCOMPLEXES	///kb|cpx.380 (0.2500; CPLX_FULL) 	fig|267377.1.peg.225
rxn00763	0.702964924074603	HASCOMPLEXES	///kb|cpx.893 (0.7030; CPLX_FULL) 	fig|267377.1.peg.802
rxn05400	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) 	fig|267377.1.peg.1211
rxn05312	0	HASCOMPLEXES	///kb|cpx.1033 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1032 (0.0000; CPLX_NOTTHERE) 	
rxn05560	0	HASCOMPLEXES	///kb|cpx.673 (0.0000; CPLX_NOTTHERE) ///kb|cpx.674 (0.0000; CPLX_NOTTHERE) 	
rxn19071	0	HASCOMPLEXES	///kb|cpx.330 (0.0000; CPLX_NOTTHERE) 	
rxn05561	0	HASCOMPLEXES	///kb|cpx.335 (0.0000; CPLX_NOTTHERE) ///kb|cpx.334 (0.0000; CPLX_NOREPS) ///kb|cpx.333 (0.0000; CPLX_NOTTHERE) ///kb|cpx.336 (0.0000; CPLX_NOTTHERE) 	
rxn15014	0	HASCOMPLEXES	///kb|cpx.51158 (0.0000; CPLX_NOREPS) 	
rxn15010	0	HASCOMPLEXES	///kb|cpx.1674 (0.0000; CPLX_NOTTHERE) 	
rxn03245	0	HASCOMPLEXES	///kb|cpx.206 (0.0000; CPLX_NOTTHERE) 	
rxn02782	0	HASCOMPLEXES	///kb|cpx.946 (0.0000; CPLX_NOTTHERE) 	
rxn09209	0.985649125853791	HASCOMPLEXES	///kb|cpx.192 (0.9856; CPLX_FULL) 	fig|267377.1.peg.1171
rxn09208	0.985649125853791	HASCOMPLEXES	///kb|cpx.192 (0.9856; CPLX_FULL) 	fig|267377.1.peg.1171
rxn02789	0.93133671903509	HASCOMPLEXES	///kb|cpx.1738 (0.9236; CPLX_FULL) ///kb|cpx.1170 (0.9313; CPLX_FULL) ///kb|cpx.1169 (0.9236; CPLX_FULL) 	(fig|267377.1.peg.381 or fig|267377.1.peg.136) or (fig|267377.1.peg.1480 or fig|267377.1.peg.1149) or ((fig|267377.1.peg.1480 or fig|267377.1.peg.1149) and (fig|267377.1.peg.381 or fig|267377.1.peg.136))
rxn02788	0	HASCOMPLEXES	///kb|cpx.1424 (0.0000; CPLX_NOTTHERE) 	
rxn09207	0.985649125853791	HASCOMPLEXES	///kb|cpx.192 (0.9856; CPLX_FULL) 	fig|267377.1.peg.1171
rxn09206	0.985649125853791	HASCOMPLEXES	///kb|cpx.192 (0.9856; CPLX_FULL) 	fig|267377.1.peg.1171
rxn09201	0	HASCOMPLEXES	///kb|cpx.251 (0.0000; CPLX_NOTTHERE) 	
rxn09200	0	HASCOMPLEXES	///kb|cpx.251 (0.0000; CPLX_NOTTHERE) 	
rxn09203	0	HASCOMPLEXES	///kb|cpx.251 (0.0000; CPLX_NOTTHERE) 	
rxn05565	0.13520320598474	HASCOMPLEXES	///kb|cpx.13 (0.0470; CPLX_FULL) ///kb|cpx.12 (0.1352; CPLX_FULL) 	fig|267377.1.peg.835
rxn02569	0.967926947597806	HASCOMPLEXES	///kb|cpx.473 (0.9679; CPLX_FULL) 	fig|267377.1.peg.1723
rxn08978	0.00617676154556307	HASCOMPLEXES	///kb|cpx.309 (0.0062; CPLX_PARTIAL_3_of_6) 	(fig|267377.1.peg.1153 and fig|267377.1.peg.1463 and fig|267377.1.peg.1461)
rxn08979	0.00617676154556307	HASCOMPLEXES	///kb|cpx.309 (0.0062; CPLX_PARTIAL_3_of_6) 	(fig|267377.1.peg.1153 and fig|267377.1.peg.1463 and fig|267377.1.peg.1461)
rxn08975	0.609521572888495	HASCOMPLEXES	///kb|cpx.1167 (0.0000; CPLX_NOTTHERE) ///kb|cpx.19 (0.6095; CPLX_FULL) 	(fig|267377.1.peg.1259 or fig|267377.1.peg.1553)
rxn08976	0.609521572888495	HASCOMPLEXES	///kb|cpx.1167 (0.0000; CPLX_NOTTHERE) ///kb|cpx.19 (0.6095; CPLX_FULL) 	(fig|267377.1.peg.1259 or fig|267377.1.peg.1553)
rxn08977	0.00617676154556307	HASCOMPLEXES	///kb|cpx.309 (0.0062; CPLX_PARTIAL_3_of_6) 	(fig|267377.1.peg.1153 and fig|267377.1.peg.1463 and fig|267377.1.peg.1461)
rxn08971	0.609521572888495	HASCOMPLEXES	///kb|cpx.1167 (0.0000; CPLX_NOTTHERE) ///kb|cpx.19 (0.6095; CPLX_FULL) 	(fig|267377.1.peg.1259 or fig|267377.1.peg.1553)
rxn10122	0.028968493770079	HASCOMPLEXES	///kb|cpx.308 (0.0290; CPLX_FULL) ///kb|cpx.309 (0.0062; CPLX_PARTIAL_3_of_6) ///kb|cpx.310 (0.0095; CPLX_PARTIAL_9_of_14) ///kb|cpx.307 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1259
rxn02762	0	HASCOMPLEXES	///kb|cpx.475 (0.0000; CPLX_NOTTHERE) 	
rxn02761	0	HASCOMPLEXES	///kb|cpx.1211 (0.0000; CPLX_NOREPS) 	
rxn02760	0	HASCOMPLEXES	///kb|cpx.88 (0.0000; CPLX_NOTTHERE) 	
rxn10121	0.0228754411937572	HASCOMPLEXES	///kb|cpx.390 (0.0178; CPLX_FULL) ///kb|cpx.391 (0.0229; CPLX_FULL) ///kb|cpx.394 (0.0000; CPLX_NOTTHERE) ///kb|cpx.393 (0.0018; CPLX_FULL) ///kb|cpx.392 (0.0016; CPLX_PARTIAL_2_of_4) 	fig|267377.1.peg.1298
rxn06865	0	HASCOMPLEXES	///kb|cpx.678 (0.0000; CPLX_NOTTHERE) 	
rxn15173	0	HASCOMPLEXES	///kb|cpx.908 (0.0000; CPLX_NOTTHERE) 	
rxn23772	0	HASCOMPLEXES	///kb|cpx.50925 (0.0000; CPLX_NOREPS) 	
rxn23773	0	HASCOMPLEXES	///kb|cpx.50073 (0.0000; CPLX_NOREPS) 	
rxn10127	0	HASCOMPLEXES	///kb|cpx.935 (0.0000; CPLX_NOTTHERE) ///kb|cpx.934 (0.0000; CPLX_NOTTHERE) ///kb|cpx.933 (0.0000; CPLX_NOTTHERE) 	
rxn03962	0	HASCOMPLEXES	///kb|cpx.186 (0.0000; CPLX_NOTTHERE) 	
rxn23779	0	NOCOMPLEXES		
rxn10125	0.00359683210884413	HASCOMPLEXES	///kb|cpx.121 (0.0036; CPLX_FULL) ///kb|cpx.120 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1332
rxn05564	0	HASCOMPLEXES	///kb|cpx.1820 (0.0000; CPLX_NOREPS) 	
rxn03146	0	HASCOMPLEXES	///kb|cpx.1405 (0.0000; CPLX_NOTTHERE) 	
rxn03147	0.981174856860982	HASCOMPLEXES	///kb|cpx.932 (0.9812; CPLX_FULL) 	fig|267377.1.peg.540
rxn07191	0.968169435525225	HASCOMPLEXES	///kb|cpx.516 (0.9682; CPLX_FULL) 	fig|267377.1.peg.945
rxn04426	0	HASCOMPLEXES	///kb|cpx.50572 (0.0000; CPLX_NOREPS) 	
rxn27459	0	HASCOMPLEXES	///kb|cpx.1471 (0.0000; CPLX_NOTTHERE) 	
rxn27458	0.965207123878003	HASCOMPLEXES	///kb|cpx.51306 (0.9652; CPLX_FULL) 	fig|267377.1.peg.87
rxn00827	0	HASCOMPLEXES	///kb|cpx.1888 (0.0000; CPLX_NOTTHERE) 	
rxn00821	0	HASCOMPLEXES	///kb|cpx.50157 (0.0000; CPLX_NOREPS) 	
rxn00829	0	HASCOMPLEXES	///kb|cpx.406 (0.0000; CPLX_NOTTHERE) 	
rxn27059	0	HASCOMPLEXES	///kb|cpx.50806 (0.0000; CPLX_NOREPS) ///kb|cpx.50050 (0.0000; CPLX_NOREPS) ///kb|cpx.50361 (0.0000; CPLX_NOREPS) 	
rxn27058	0	HASCOMPLEXES	///kb|cpx.50806 (0.0000; CPLX_NOREPS) ///kb|cpx.50050 (0.0000; CPLX_NOREPS) ///kb|cpx.50361 (0.0000; CPLX_NOREPS) 	
rxn27051	0	HASCOMPLEXES	///kb|cpx.51299 (0.0000; CPLX_NOREPS) 	
rxn27053	0	HASCOMPLEXES	///kb|cpx.51299 (0.0000; CPLX_NOREPS) 	
rxn27055	0	HASCOMPLEXES	///kb|cpx.51299 (0.0000; CPLX_NOREPS) 	
rxn27057	0	HASCOMPLEXES	///kb|cpx.50806 (0.0000; CPLX_NOREPS) ///kb|cpx.50050 (0.0000; CPLX_NOREPS) ///kb|cpx.50361 (0.0000; CPLX_NOREPS) 	
rxn27056	0	HASCOMPLEXES	///kb|cpx.50062 (0.0000; CPLX_NOREPS) ///kb|cpx.50902 (0.0000; CPLX_NOREPS) ///kb|cpx.50240 (0.0000; CPLX_NOREPS) ///kb|cpx.50668 (0.0000; CPLX_NOREPS) 	
rxn05566	0	HASCOMPLEXES	///kb|cpx.411 (0.0000; CPLX_NOTTHERE) ///kb|cpx.1206 (0.0000; CPLX_NOREPS) ///kb|cpx.1205 (0.0000; CPLX_NOTTHERE) 	
rxn19253	0.962157717203822	HASCOMPLEXES	///kb|cpx.845 (0.9622; CPLX_FULL) ///kb|cpx.1767 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1528
rxn05359	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) 	fig|267377.1.peg.1211
rxn05358	0	HASCOMPLEXES	///kb|cpx.117 (0.0000; CPLX_NOTTHERE) 	
rxn05357	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn05356	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn28302	0	HASCOMPLEXES	///kb|cpx.51246 (0.0000; CPLX_NOREPS) ///kb|cpx.51281 (0.0000; CPLX_NOREPS) ///kb|cpx.50620 (0.0000; CPLX_NOREPS) 	
rxn05354	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn05353	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn05352	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn05351	0	HASCOMPLEXES	///kb|cpx.89 (0.0000; CPLX_NOTTHERE) 	
rxn05350	0.0124531892902006	HASCOMPLEXES	///kb|cpx.244 (0.0125; CPLX_PARTIAL_1_of_2) ///kb|cpx.289 (0.0000; CPLX_NOTTHERE) ///kb|cpx.51230 (0.0000; CPLX_NOTTHERE) 	fig|267377.1.peg.1211
rxn05599	0.1573635390564	HASCOMPLEXES	///kb|cpx.232 (0.1574; CPLX_PARTIAL_2_of_3) 	(fig|267377.1.peg.1197 and fig|267377.1.peg.1198)
rxn05598	0	HASCOMPLEXES	///kb|cpx.1729 (0.0000; CPLX_NOTTHERE) 	
rxn05567	0	HASCOMPLEXES	///kb|cpx.365 (0.0000; CPLX_NOTTHERE) 	
rxn10013	0	HASCOMPLEXES	///kb|cpx.41 (0.0000; CPLX_NOTTHERE) 	
rxn01289	0	HASCOMPLEXES	///kb|cpx.1881 (0.0000; CPLX_NOTTHERE) 	
rxn05593	0	HASCOMPLEXES	///kb|cpx.729 (0.0000; CPLX_NOTTHERE) ///kb|cpx.728 (0.0000; CPLX_NOTTHERE) 	
rxn00224	0	HASCOMPLEXES	///kb|cpx.1501 (0.0000; CPLX_NOTTHERE) 	
rxn00223	0	HASCOMPLEXES	///kb|cpx.1157 (0.0000; CPLX_NOTTHERE) 	
rxn00222	0	HASCOMPLEXES	///kb|cpx.725 (0.0000; CPLX_NOTTHERE) 	
rxn00221	0	HASCOMPLEXES	///kb|cpx.1689 (0.0000; CPLX_NOREPS) 	
rxn10014	0	HASCOMPLEXES	///kb|cpx.41 (0.0000; CPLX_NOTTHERE) 	
rxn17718	0	HASCOMPLEXES	///kb|cpx.50864 (0.0000; CPLX_NOREPS) 	
rxn25929	0	HASCOMPLEXES	///kb|cpx.50652 (0.0000; CPLX_NOREPS) ///kb|cpx.51039 (0.0000; CPLX_NOREPS) ///kb|cpx.50482 (0.0000; CPLX_NOREPS) ///kb|cpx.50268 (0.0000; CPLX_NOREPS) ///kb|cpx.50638 (0.0000; CPLX_NOREPS) 	
